Carrier_ID,Lookup,Is_Active
200210280930398470018E90F,American Family Insurance,0
200210280930398670018E923,American Family Insurance WI,0
200210280930398870018E937,American Family Insurance IA,0
200210280930399270018E95F,American Family Insurance,0
200210280930399370018E969,American Family Insurance,0
200210280930399670018E987,American Family Insurance ND,0
200210280930399970018E9A5,American Family Insurance WI,0
200210280930400070018E9AF,American Family Insurance MO,0
200210280930400270018E9C3,American Family Insurance,0
200210280930400370018E9CD,American Family Insurance,0
200210280930400470018E9D7,American Family Insurance MO,0
200210280930400770018E9F5,American Family Insurance,0
200210280930400970018EA09,American Family Insurance,0
200210280930401070018EA13,American Family Insurance ND,0
200210280930401270018EA27,American Family Insurance,0
200210280930401470018EA3B,American Family Insurance,0
200210280930401570018EA45,American Family Insurance CO,0
200210280930401770018EA59,American Family Insurance,0
200210280930401970018EA6D,American Family Insurance ND,0
200210280930402270018EA8B,American Family Insurance,0
200210280930402370018EA96,American Family Insurance WI,0
200210280930402470018EAA0,American Family Insurance WI,0
200210280930402570018EAAA,American Family Insurance WI,0
200210280930402670018EAB4,American Family Insurance WI,0
200210280930403070018EADC,American Family Mutual Insuran,0
200210280930403170018EAE6,American Family Mutual Insuran,0
200210280930403270018EAF0,"American Freightways, Inc AR",0
200210280930403470018EB04,American General Finance IN,0
200210280930403670018EB18,American General Life Insuranc,0
200210280930403770018EB22,American Hardware Mutual Insur MN,0
200210280930404080018EB40,American Income Life Insurance TX,0
200210280930404580018EB72,American Life Insurance CO,0
200210280930404880018EB90,American Medical & Life Insura,0
200210280930405280018EBB8,American Mining Insurance Co AL,0
200210280930405380018EBC2,American Mining Insurance Co AL,0
200210280930406180018EC12,American Progressive Life & He,0
200210280930406280018EC1C,American Protection Insurance CO,0
200210280930406680018EC44,American Re - Insurance NJ,0
200210280930406980018EC62,American Resources Insurance C AL,0
200210280930407080018EC6C,American Sentinel Insurance CO PA,0
200210280930407280018EC80,American Southern Insurance CO GA,0
200210280930407380018EC8A,American States Insurance CO CT,0
200210280930407580018EC9E,American States Insurance CO,0
200210280930407780018ECB2,"American Trust Administrators, KS",0
200210280930407880018ECBC,American Underwriters Life Ins KS,0
200210280930407980018ECC6,American United Life Insurance IN,0
200210280930408080018ECD0,American Youth Students & Spor IL,0
200210280930408280018ECE4,Americhoice of Pennsylvania PA,0
200210280930408380018ECEE,Americo MO,0
200210280930408480018ECF8,Americo Financial Life & Annui MO,0
200210280930408880018ED20,Amerisure Companies,0
200210280930408980018ED2A,Amerisure Companies,0
200210280930409180018ED3E,Amerisure Companies FL,0
200210280930409280018ED49,Amerisure Companies IL,0
200210280930409980018ED8F,Amerisure Companies,0
200210280930410180018EDA3,Amerisure Insurance MO,0
200210280930410280018EDAD,Amerisure Insurance MO,0
200210280930410380018EDB7,Ameritas Life Insurance Corp NE,0
200210280930410580018EDCB,Ameritech Corp,0
200210280930410680018EDD5,Amica Mutual Insurance,0
200210280930410780018EDDF,Amica Mutual Insurance RI,0
200210280930410880018EDE9,Amica Mutual Insurance,0
200210280930410990018EDF3,Anthem Benefit Administrators OH,0
200210280930411090018EDFD,Anthem Blue Cross and Blue Shi CO,0
200210280930411390018EE1B,Anthem Blue Cross and Blue Shi,0
200210280930411490018EE25,Anthem Blue Cross and Blue Shi KY,0
200210280930411590018EE2F,Anthem Blue Cross and Blue Shi,0
200210280930411690018EE39,Anthem Blue Cross and Blue Shi CO,0
200210280930411890018EE4D,Anthem Blue Cross and Blue Shi,0
200210280930412090018EE61,Anthem Blue Cross - Blue Shiel,0
200210280930412190018EE6B,"Anthem, Inc",0
200210280930412590018EE93,Aon Select,0
200210280930412890018EEB1,Archdiocese of Miami Health Pl,0
200210280930412990018EEBB,"Arctic Adjusters, Inc",0
200210280930413090018EEC5,Argonaut Great Central Insuran IL,0
200210280930413190018EECF,Argonaut Insurance CO,0
200210280930413390018EEE3,Argonaut Insurance CO,0
200210280930413490018EEED,Argus Services Corp,0
200210280930413690018EF01,"Arizona Physicians, Ipa, Inc",0
200210280930413890018EF15,Arizona Pipe Trades,0
200210280930413990018EF1F,Arizona Preferred Provider,0
200210280930414290018EF3D,Arkansas Blue Cross - Blue Shi,0
200210280930414490018EF51,Arkansas Blue Cross - Blue Shi,0
200210280930414590018EF5B,Arkansas Blue Cross - Blue Shi,0
200210280930414690018EF65,Arkansas Blue Cross - Blue Shi,0
200210280930414790018EF6F,Arkansas Farm Bureau Mutual In AR,0
200210280930415090018EF8D,Arnot Ogden Medical Center,0
200210280930415190018EF97,Arrow Mutual Liability Insuran,0
200210280930415390018EFAB,ARS-Woodsmall-Lockton,0
200210280930415490018EFB5,Arthur J. Gallagar & CO MS,0
200210280930415790018EFD3,Associated Plan Administrators CT,0
200210280930415890018EFDD,"Associates, the TX",0
200210280930416090018EFF1,Association Plan Administrator,0
200210280930416390018F010,Association Risk Management Ge TX,0
200210280930416590018F024,Assumption Mutual Life Insuran NB,0
200210280930417090018F056,Assure Care,0
200210280930417190018F060,Atlanta Casualty CO GA,0
200210280930417390018F074,Atlantic American Corp GA,0
200210280930417590018F088,Atlantic Coast Life Insurance SC,0
200210280930417690018F092,Atlantic Mutual / Centennial I GA,0
200210280930417790018F09C,Atlantic Mutual / Centennial I CA,0
200210280930417890018F0A6,Atlantic Mutual / Centennial I CA,0
200210280930418100018F0BA,Atlantic Mutual / Centennial I CA,0
200210280930418200018F0C4,Atlantic Mutual / Centennial I CA,0
200210280930418300018F0CE,Atlantic Mutual / Centennial I CT,0
200210280930418400018F0D8,Atlantic Mutual / Centennial I PA,0
200210280930418500018F0E2,Atlantic Mutual / Centennial I GA,0
200210280930418600018F0EC,Atlantic Mutual / Centennial I CA,0
200210280930418700018F0F6,Atlantic Mutual / Centennial I,0
200210280930418800018F100,Atlantic Mutual / Centennial I MO,0
200210280930418900018F10A,Atlantic Mutual / Centennial I,0
200210280930419000018F114,Atlantic Mutual / Centennial I MO,0
200210280930419100018F11E,Atlantic Mutual / Centennial I,0
200210280930419200018F128,Atlantic Mutual / Centennial I MO,0
200210280930419300018F132,Atlantic Mutual / Centennial I,0
200210280930419400018F13C,Atlantic Mutual / Centennial I,0
200210280930419500018F146,Atlantic Mutual / Centennial I CT,0
200210280930419600018F150,Atlantic Mutual / Centennial I,0
200210280930419700018F15A,Atlantic Mutual / Centennial I MO,0
200210280930419800018F164,Atlantic Mutual / Centennial I,0
200210280930419900018F16E,Atlantic Mutual / Centennial I MO,0
200210280930420000018F178,Atlantic Mutual / Centennial I,0
200210280930420100018F182,Atlantic Mutual / Centennial I CA,0
200210280930420200018F18C,Atlantic Mutual / Centennial I CT,0
200210280930420300018F196,Atlantic Mutual / Centennial I NJ,0
200210280930420400018F1A0,Atlantic Mutual / Centennial I PA,0
200210280930420500018F1AA,Atlantic Mutual / Centennial I CA,0
200210280930420600018F1B4,Atlantic Mutual / Centennial I NY,0
200210280930420700018F1BE,Atlantic Mutual / Centennial I GA,0
200210280930420800018F1C8,Atlantic Mutual / Centennial I,0
200210280930420900018F1D2,Atlantic Mutual / Centennial I PA,0
200210280930421000018F1DC,Atlantic Mutual / Centennial I CT,0
200210280930421100018F1E6,Atlantic Mutual / Centennial I GA,0
200210280930421200018F1F0,Atlantic Mutual / Centennial I,0
200210280930421300018F1FA,Atlantic Mutual / Centennial I GA,0
200210280930421400018F204,Atlantic Mutual / Centennial I CA,0
200210280930421500018F20E,Atlantic Mutual / Centennial I,0
200210280930421600018F218,Atlantic Mutual / Centennial I PA,0
200210280930421700018F222,Atlantic Mutual / Centennial I,0
200210280930421800018F22C,Atlantic Southern Insurance CO PR,0
200210280930422100018F24A,Austin Mutual Insurance CO MN,0
200210280930422300018F25E,Auto Alliance International,0
200210280930422600018F27C,Automobile Club Insurance CO,0
200210280930422900018F29A,Automotive Petroleum & Allied MO,0
200210280930423300018F2C3,Axa Corporate Solutions Reinsu,0
200210280930423400018F2CD,"Babb, Inc",0
200210280930423500018F2D7,Badger Mutual Insurance CO WI,0
200210280930423800018F2F5,Balboa Life & Casualty CA,0
200210280930423900018F2FF,Bank of America,0
200210280930424100018F313,Bankers Insurance Group FL,0
200210280930425210018F381,Bashas' Supermarkets AZ,0
200210280930425310018F38B,Bass Pro Shops Inc,0
200210280930425410018F395,Bassett Furniture Industries VA,0
200210280930425510018F39F,BCS Financial Corp IL,0
200210280930425710018F3B3,Bear River Mutual Insurance CO UT,0
200210280930425810018F3BD,"Beech Street, Inc",0
200210280930425910018F3C7,Behavioral Healthcare Options NV,0
200210280930426110018F3DB,Beloit Memorial Hospital WI,0
200210280930426210018F3E5,Beneficial Life Insurance CO,0
200210280930426310018F3EF,Benefit Actuaries,0
200210280930426510018F403,Benefit Administration Corp CA,0
200210280930426910018F42B,"Benefit Claims Payors, Inc AZ",0
200210280930427010018F435,"Benefit Consultants, Inc",0
200210280930427210018F449,Benefit Management Corp FL,0
200210280930427510018F467,"Benefit Plan Administrators, I VA",0
200210280930427910018F48F,"Benefit Planners, Inc",0
200210280930428210018F4AD,Benefit & Risk Management Serv,0
200210280930428410018F4C1,"Benefit Systems, Inc IN",0
200210280930428610018F4D5,"Benefit Systems & Services, In",0
200210280930428710018F4DF,"Benefitsource, Inc MI",0
200210280930428810018F4E9,Benesight CO,0
200210280930429110018F507,Benesight CO,0
200210280930429310018F51B,Benesight CO,0
200210280930429810018F54D,Benicorp Insurance CO IN,0
200210280930430010018F561,Berkshire Life Insurance CO,0
200210280930430210018F576,Berthalon - Rowland Corp,0
200210280930430410018F58A,Berwanger Overmyer Associates OH,0
200210280930430510018F594,Best Life and Health Insurance CA,0
200210280930430610018F59E,"Biomet, Inc IN",0
200210280930430710018F5A8,Bituminous Fire & Marine Insur,0
200210280930430910018F5BC,Bituminous Insurance CO,0
200210280930431010018F5C6,Bituminous Insurance CO,0
200210280930431110018F5D0,Bituminous Insurance CO LA,0
200210280930431310018F5E4,Bituminous Insurance CO KS,0
200210280930431410018F5EE,Bituminous Insurance CO AR,0
200210280930431510018F5F8,Bituminous Insurance CO KS,0
200210280930431610018F602,Bituminous Insurance CO,0
200210280930431710018F60C,Bituminous Insurance CO MD,0
200210280930431810018F616,Bituminous Insurance CO,0
200210280930431920018F620,Bituminous Insurance CO KS,0
200210280930432020018F62A,Bituminous Insurance CO,0
200210280930432120018F634,Bituminous Insurance CO,0
200210280930432220018F63E,Bituminous Insurance CO IA,0
200210280930432420018F652,Bituminous Insurance CO,0
200210280930432520018F65C,Bituminous Insurance CO KS,0
200210280930432620018F666,Bituminous Insurance CO KY,0
200210280930432820018F67A,Bituminous Insurance CO LA,0
200210280930432920018F684,Bituminous Insurance CO,0
200210280930433020018F68E,Bituminous Insurance CO MD,0
200210280930433120018F698,Bituminous Insurance CO VA,0
200210280930433220018F6A2,Bituminous Insurance CO,0
200210280930433320018F6AC,Bituminous Insurance CO,0
200210280930433420018F6B6,Bituminous Insurance CO,0
200210280930433520018F6C0,Bituminous Insurance CO LA,0
200210280930433620018F6CA,Bituminous Insurance CO KS,0
200210280930433720018F6D4,Bituminous Insurance CO,0
200210280930433820018F6DE,Bituminous Insurance CO IA,0
200210280930433920018F6E8,Bituminous Insurance CO,0
200210280930434020018F6F2,Bituminous Insurance CO IA,0
200210280930434120018F6FC,Bituminous Insurance CO KS,0
200210280930434220018F706,Bituminous Insurance CO,0
200210280930434320018F710,Bituminous Insurance CO MD,0
200210280930434420018F71A,Bituminous Insurance CO KS,0
200210280930434520018F724,Bituminous Insurance CO,0
200210280930434620018F72E,Bituminous Insurance CO MD,0
200210280930434720018F738,Bituminous Insurance CO,0
200210280930434820018F742,Bituminous Insurance CO IA,0
200210280930434920018F74C,Bituminous Insurance CO,0
200210280930435020018F756,Bituminous Insurance CO,0
200210280930435120018F760,Bituminous Insurance CO,0
200210280930435220018F76A,Bituminous Insurance CO MD,0
200210280930435320018F774,Bituminous Insurance CO,0
200210280930435520018F788,Bituminous Insurance CO,0
200210280930435620018F792,Bituminous Insurance CO IA,0
200210280930435720018F79C,Bituminous Insurance CO TN,0
200210280930435820018F7A6,Bituminous Insurance CO,0
200210280930436020018F7BA,Bituminous Insurance CO,0
200210280930436120018F7C4,Bituminous Insurance CO,0
200210280930436320018F7D8,Bituminous Insurance CO KS,0
200210280930436420018F7E2,Bituminous Insurance CO,0
200210280930436520018F7EC,Bituminous Insurance CO MD,0
200210280930436620018F7F6,Bituminous Insurance CO VA,0
200210280930436720018F800,Bituminous Insurance CO KS,0
200210280930436820018F80A,Bituminous Insurance CO MD,0
200210280930436920018F814,Bituminous Insurance CO,0
200210280930437020018F81E,Bituminous Insurance CO,0
200210280930437120018F829,Bituminous Insurance CO KS,0
200210280930437220018F833,Blue Cross - Blue Shield,0
200210280930437320018F83D,Blue Cross - Blue Shield,0
200210280930437420018F847,Blue Cross - Blue Shield HI,0
200210280930437520018F851,Blue Cross - Blue Shield,0
200210280930437720018F865,Blue Cross - Blue Shield,0
200210280930437820018F86F,Blue Cross - Blue Shield,0
200210280930437920018F879,Blue Cross - Blue Shield,0
200210280930438020018F883,Blue Cross - Blue Shield MI,0
200210280930438220018F897,Blue Cross - Blue Shield MI,0
200210280930438320018F8A1,Blue Cross - Blue Shield PR,0
200210280930438420018F8AB,Blue Cross - Blue Shield,0
200210280930438620018F8BF,Blue Cross - Blue Shield,0
200210280930438830018F8D3,Blue Cross - Blue Shield PR,0
200210280930439030018F8E7,Blue Cross - Blue Shield UT,0
200210280930439130018F8F1,Blue Cross - Blue Shield VT,0
200210280930439230018F8FB,Blue Cross - Blue Shield PR,0
200210280930439330018F905,Blue Cross - Blue Shield VA,0
200210280930439530018F919,Blue Cross - Blue Shield of Al AL,0
200210280930439730018F92D,Blue Cross - Blue Shield of Ar AZ,0
200210280930439930018F941,Blue Cross - Blue Shield of De DE,0
200210280930440230018F95F,Blue Cross - Blue Shield of Fl FL,0
200210280930440630018F987,Blue Cross - Blue Shield of Ge GA,0
200210280930440730018F991,Blue Cross - Blue Shield of Il IL,0
200210280930440830018F99B,Blue Cross - Blue Shield of Ka,0
200210280930440930018F9A5,Blue Cross - Blue Shield of Ka,0
200210280930441230018F9C3,Blue Cross - Blue Shield of Lo LA,0
200210280930441530018F9E1,Blue Cross - Blue Shield of Mi MI,0
200210280930441630018F9EB,Blue Cross - Blue Shield of Mi MN,0
200210280930441730018F9F5,Blue Cross - Blue Shield of Mi MS,0
200210280930441830018F9FF,Blue Cross - Blue Shield of Mi MO,0
200210280930442030018FA13,Blue Cross - Blue Shield of Mo MT,0
200210280930442130018FA1D,Blue Cross - Blue Shield of Mo MT,0
200210280930442230018FA27,Blue Cross - Blue Shield of Mo MT,0
200210280930442330018FA31,Blue Cross - Blue Shield of Ne NE,0
200210280930442530018FA45,Blue Cross - Blue Shield of Ne,0
200210280930442730018FA59,Blue Cross - Blue Shield of Ne,0
200210280930442830018FA63,Blue Cross - Blue Shield of Ne NM,0
200210280930443130018FA81,Blue Cross - Blue Shield of Ok OK,0
200210280930443230018FA8B,Blue Cross - Blue Shield of Ok OK,0
200210280930443430018FA9F,Blue Cross - Blue Shield of Rh,0
200210280930443530018FAA9,Blue Cross - Blue Shield of Ro,0
200210280930443930018FAD1,Blue Cross - Blue Shield of Te,0
200210280930444130018FAE6,Blue Cross - Blue Shield of We NY,0
200210280930444330018FAFA,Blue Cross - Blue Shield of Wi WI,0
200210280930444430018FB04,Blue Cross - Blue Shield of Wi,0
200210280930444530018FB0E,Blue Cross - Blue Shield of Wi WI,0
200210280930444630018FB18,Blue Cross - Blue Shield of Wi,0
200210280930444830018FB2C,Blue Cross - Blue Shield of Wy WY,0
200210280930444930018FB36,Blue Cross - Blue Shield Unite WI,0
200210280930445030018FB40,Blue Cross - Blue Shield Unite WI,0
200210280930445230018FB54,Blue Cross of California CA,0
200210280930445530018FB72,Blue Cross of Western Iowa & S IA,0
200210280930445730018FB86,Blue Ridge Insurance CO CT,0
200210280930445840018FB90,Blue Ridge Insurance CO NY,0
200210280930445940018FB9A,Blue Ridge Insurance CO CT,0
200210280930446040018FBA4,Blue Ridge Insurance CO NY,0
200210280930446140018FBAE,Blue Ridge Insurance CO CT,0
200210280930446240018FBB8,Blue Ridge Insurance CO NY,0
200210280930446340018FBC2,Blue Shield of California CA,0
200210280930446440018FBCC,Blue Shield of California CA,0
200210280930446640018FBE0,Blue Shield of California CA,0
200210280930446740018FBEA,Blue Shield of California CA,0
200210280930446940018FBFE,Blue Shield of California CA,0
200210280930447040018FC08,Blue Shield of California CA,0
200210280930447340018FC26,Blue Shield of California CA,0
200210280930447540018FC3A,Blue Shield of California CA,0
200210280930447640018FC44,Blue Shield of Northeastern Ne NY,0
200210280930448140018FC76,Boston Mutual Life Insurance C,0
200210280930448240018FC80,BPS Inc SC,0
200210280930448440018FC94,Br Associates Inc,0
200210280930448540018FC9E,Bradford Financial Center IA,0
200210280930448640018FCA8,Bremen Farmers Mutual Insuranc KS,0
200210280930448940018FCC6,Bristol West Insurance Service FL,0
200210280930449040018FCD0,Bristol West Insurance Service FL,0
200210280930449140018FCDA,Bristol West Insurance Service FL,0
200210280930449340018FCEE,Brodart CO,0
200210280930449540018FD02,"Bronx Health Plan, the",0
200210280930450040018FD34,Bsi NM,0
200210280930450240018FD48,"Buffalo Rock Co, Inc AL",0
200210280930450340018FD52,Building Laborers Local #310 H,0
200210280930450440018FD5C,"Bunzl Distribution Usa, Inc MO",0
200210280930450640018FD70,Burkley Risk Services,0
200210280930450740018FD7A,Burlington Motor Carriers,0
200210280930450840018FD84,Burlington Northern & Santa Fe TX,0
200210280930450940018FD8E,Business Administrators & Cons OH,0
200210280930451140018FDA3,Business Council of New York,0
200210280930451240018FDAD,Businessmen's Assurance Co MO,0
200210280930451540018FDCB,C. L. Frates Insurance CO OK,0
200210280930451740018FDDF,Cabell Huntington Hospital Inc,0
200210280930452040018FDFD,Cadence Design Systems,0
200210280930452240018FE11,"Cai Insurance Agency, Inc",0
200210280930452440018FE25,Caico PR,0
200210280930452540018FE2F,Cal Farm Insurance CO CA,0
200210280930452640018FE39,"Calco, Inc AK",0
200210280930452750018FE43,Calends Group,0
200210280930452950018FE57,California Benefits Dental Pla,0
200210280930453150018FE6B,California Casualty Insurance AZ,0
200210280930453350018FE7F,California Casualty Insurance NM,0
200210280930453550018FE93,California Casualty Insurance NM,0
200210280930453650018FE9D,California Casualty Insurance AZ,0
200210280930453750018FEA7,California Casualty Insurance KS,0
200210280930453850018FEB1,California Casualty Insurance NM,0
200210280930453950018FEBB,California Casualty Insurance KS,0
200210280930454050018FEC5,California Casualty Insurance NM,0
200210280930454150018FECF,California Casualty Insurance AZ,0
200210280930454250018FED9,California Casualty Insurance AZ,0
200210280930454350018FEE3,California Casualty Insurance KS,0
200210280930454450018FEED,California Casualty Insurance AZ,0
200210280930454550018FEF7,California Casualty Insurance KS,0
200210280930454650018FF01,California Casualty Insurance CO,0
200210280930454750018FF0B,California Casualty Insurance AZ,0
200210280930454850018FF15,California Casualty Management AZ,0
200210280930454950018FF1F,California Casualty Management AZ,0
200210280930455050018FF29,California Casualty Management AZ,0
200210280930455350018FF47,"Cam Administrative Services, I MI",0
200210280930455550018FF5B,Cambridge Insurance IL,0
200210280930456250018FFA1,Cambridge Integrated Services,0
200210280930456550018FFBF,Cambridge Integrated Services,0
200210280930456750018FFD3,Cambridge Integrated Services,0
200210280930456850018FFDD,Cambridge Integrated Services,0
200210280930457050018FFF1,Cambridge Integrated Services OR,0
2002102809304572500190005,Cambridge Integrated Services,0
2002102809304575500190023,Cambridge Integrated Services,0
200210280930457650019002D,Cameron Mutual Insurance CO,0
